GeneName	YFR-1	YFR-2	YFR-3	YFR-4	YFR-5	YFR-6
SPACA4	2.779927389	2.881127814	2.67042109	2.805677719	2.863529395	2.853608157
SPACA5	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0
SPACA6	6.718809193	6.854165665	7.257932523	7.591077342	7.830784025	7.629747749
SPACA6P-AS	2.676913377	2.715042853	2.702386113	2.851096164	2.864715858	2.676812596
SPACA7	0	0	0	0	0	0
SPACA9	4.750763778	5.339790784	5.194106135	5.417972465	5.581927993	5.437455494
SPAG1	6.621191885	7.002058626	6.950126061	8.127793398	8.080294098	8.185692728
SPAG11A	-2.209506012	-2.21019779	-2.210454767	-2.210421054	-2.210956875	-2.209508469
SPAG11B	-2.209506012	-2.21019779	-2.210454767	-2.210421054	-2.210956875	-2.209508469
SPAG16	7.893765114	8.056088519	7.964519656	7.874157041	7.984860724	7.768190285
SPAG17	4.73093951	4.68126829	4.714460442	5.100118445	5.033644338	4.837307682
SPAG4	6.17348981	6.201231363	6.465723264	7.190477052	7.002939412	6.809413359
SPAG5	12.55967747	12.55702151	12.52113897	12.49868746	12.51311985	12.52581926
SPAG5-AS1	1.35871075	1.483368949	1.343534189	1.411494273	1.36711989	1.473035014
SPAG6	1.239053474	1.078236664	1.10649576	1.073883569	1.063671318	1.011690015
SPAG7	11.00053939	10.84584865	10.81962861	10.98306048	10.99487336	10.94080805
SPAG8	3.883546196	3.948103475	4.101413313	3.971282546	3.952731736	3.821069585
SPAG9	11.33691998	11.32882979	11.17986499	11.70253191	11.77469648	11.86101501
SPAM1	1.745755912	1.695350619	1.691847855	1.921947651	1.810676674	1.785296367
SPANXA1	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0
SPANXA2-OT1	4.982954115	4.845391587	4.79343497	7.106668854	7.198333769	7.375171934
SPANXB1	3.359026344	3.399642827	3.3841508	3.646526397	4.014894616	4.304034007
SPANXC	0	0	0	0	0	0
SPANXD	-1.012420458	-1.015863122	-1.016730333	-0.981424882	-0.985546046	-0.97631736
SPANXN1	0	0	0	0	0	0
SPANXN2	-1.493589041	-1.495814446	-1.496641124	-1.496532671	-1.498256372	-1.493596945
SPANXN3	1.657492651	1.569404579	1.566301875	1.733133188	1.654374401	1.837086297
SPANXN4	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0
SPARC	14.00193047	13.98577343	13.95128125	14.60715004	14.63620101	14.65311017
SPARCL1	4.6179502	4.408393935	4.484114735	4.107226662	3.968925746	3.91597949
SPAST	9.540692665	9.742693243	9.727527174	9.490932522	9.385800133	9.322227672
SPATA1	0.329241992	0.430660893	0.359021533	0.324670962	0.322103109	0.329229493
SPATA12	2.117584762	1.914628517	2.167721525	2.140159934	2.14090764	2.005807289
SPATA13	10.80904934	10.78927803	10.76207897	10.71193854	10.7328906	10.82894001
SPATA13-AS1	-1.494085873	-1.496522353	-1.497427441	-1.497308701	-1.499195892	-1.494094526
SPATA16	5.964882598	5.97862619	5.906583105	8.907687953	8.775657152	8.945507288
SPATA17	3.468867041	3.443402962	3.335226472	3.507101153	3.483161576	3.402394177
SPATA17-AS1	0	0	0	0	0	0
SPATA18	6.519195114	6.984240022	6.857938645	6.240887337	6.051767961	6.428230687
SPATA19	-2.209506012	-2.21019779	-2.210454767	-2.210421054	-2.210956875	-2.209508469
SPATA2	10.55278428	10.5301041	10.63708629	10.36114286	10.26701347	10.21284556
SPATA20	9.045135817	8.883523858	9.135811988	9.633851203	9.603688574	9.518901269
SPATA21	-0.260294198	-0.30297494	-0.269031065	-0.268727963	-0.273463354	-0.300712344
SPATA22	-2.209489606	-2.210245281	-2.210525994	-2.210489166	-2.211074479	-2.20949229
SPATA24	7.171811769	7.404855807	7.154060542	6.959558584	7.05036986	6.876637957
SPATA25	4.535795535	4.444395923	4.671172926	4.75952295	4.653731708	4.506443794
SPATA2L	8.496187411	8.281021528	8.499633641	9.132640238	8.987718517	9.115139068
SPATA3	0	0	0	0	0	0
SPATA31A1	4.402144976	4.622222882	4.484573414	4.704667931	5.013983405	4.557610917
SPATA31A3	3.512917854	3.602687925	3.518869336	3.758571326	3.803030246	3.758070897
SPATA31A5	0	0	0	0	0	0
SPATA31A6	3.718571882	3.803139449	3.748979307	3.874146621	4.275166011	4.117028018
SPATA31A7	0	0	0	0	0	0
SPATA31C1	0.24670117	0.472768605	0.305045602	0.236741246	0.198119823	0.205176166
SPATA31C2	1.805424651	2.016374417	1.719640307	1.483263662	1.438282143	1.457237498
SPATA31D1	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0
SPATA31D4	0	0	0	0	0	0
SPATA31D5P	0	0	0	0	0	0
SPATA31E1	0.874765173	0.821633082	0.815696016	0.749496216	0.77413412	0.720629235
SPATA32	1.436944634	1.386536144	1.416325919	1.482376981	1.62846763	1.436890265
SPATA33	8.29012599	8.249275841	8.176809282	8.392908944	8.375479042	8.328741264
SPATA3-AS1	4.30376121	4.219584224	4.14248071	3.580565766	3.505752193	3.434697923
SPATA4	-1.970137383	-1.971606813	-1.95673759	-1.972081055	-1.973219211	-1.970142601
SPATA41	4.050631622	4.015626108	4.020198943	4.242965162	4.526058294	4.412787169
SPATA42	0	0	0	0	0	0
SPATA45	1.930142273	2.183541484	2.111082501	2.018070068	2.194832208	2.120074058
SPATA46	1.283269735	1.233514484	1.359846005	1.264277686	1.424681316	1.203664344
SPATA5	8.862823208	9.180176023	8.98342818	8.761695256	8.863958574	8.8516025
SPATA5L1	8.338787494	8.17742987	8.265649386	9.042443211	8.85767531	8.747055644
SPATA6	7.851683492	8.039608368	8.062177023	8.881401375	9.046055138	9.067240211
SPATA6L	3.011710697	3.1942221	3.010884928	2.954406613	2.976536855	2.905585588
SPATA7	7.355299718	7.357052161	7.247547047	7.33557896	7.418692548	7.257717029
SPATA8	1.045787744	1.076010697	1.106007501	1.10665279	1.126612672	1.085740692
SPATA8-AS1	-1.707854992	-1.734563244	-1.735426687	-1.735313411	-1.737113769	-1.732247125
SPATA9	3.427009465	3.419564217	3.334572961	3.803017457	3.623331113	3.572441168
SPATC1	1.523044725	1.358385836	1.537470441	1.282954125	1.274543921	1.256192194
SPATC1L	10.0698012	9.916358613	10.08649772	9.866602799	9.652186832	9.454627405
SPATS1	-1.494424505	-1.497004859	-1.497963391	-1.49783764	-1.499836269	-1.494433669
SPATS2	10.1473533	10.25670497	10.20579741	10.55881307	10.69119022	10.61901973
SPATS2L	11.75905744	11.6752998	11.72910788	11.97270985	11.93232387	11.9438593
SPC24	9.869934809	9.862385731	9.859170802	9.714097575	9.664588179	9.681707475
SPC25	9.086566865	9.250533663	9.075993641	9.14389592	9.263831223	9.336791062
SPCS1	10.99663663	11.01927012	10.94317284	10.70892621	10.66952309	10.76135288
SPCS2	11.09956563	11.03138429	10.98041652	11.32464265	11.2886793	11.36915377
SPCS3	11.10020268	11.21162521	11.12461997	12.15784159	12.24159725	12.26059128
SPDEF	2.888116964	2.92877929	2.915796917	3.233496934	2.978754231	3.10446365
SPDL1	10.59724847	10.76064446	10.54926486	11.40512873	11.47629632	11.52711989
SPDYA	1.138488395	1.224457067	1.051098091	1.120328106	1.140421145	1.213186008
SPDYC	4.288470737	4.369494616	4.285407862	4.289657345	4.293621674	4.225398715
SPDYE1	4.530347853	4.769248082	4.885113117	5.049044028	4.934368035	4.976468689
SPDYE2	0	0	0	0	0	0
SPDYE2B	0	0	0	0	0	0
SPDYE3	5.813297384	5.779896996	5.654154607	6.192260449	6.034492547	6.217428677
SPDYE4	-1.731976476	-1.734123534	-1.734921109	-1.734816474	-1.736479491	-1.731984101
SPDYE5	4.995575969	4.881682563	4.717690931	5.1559172	5.266937994	5.205085993
SPDYE6	5.675657455	5.717093736	5.640602702	5.966534392	6.433970557	6.175674284
SPDYE7P	3.118553582	3.04350742	2.963897069	3.288336636	3.216671514	3.152882683
SPDYE8P	7.422632454	7.244653657	7.263794669	7.782378679	7.891042245	7.868217813
SPECC1	11.30292413	11.1917808	11.19534249	10.99922956	10.93635431	10.99903771
SPECC1L	9.920132469	9.896966606	10.03004232	9.995843034	10.02478426	10.1443339
SPECC1L-ADORA2A	-2.209506012	-2.21019779	-2.210454767	-2.210421054	-2.210956875	-2.209508469
SPEF1	3.010102247	3.047541624	2.914842399	2.974695858	2.936468784	2.943436647
SPEF2	2.889654752	2.916408248	2.775748884	2.902886012	2.951590372	2.889523555
SPEG	10.59930367	10.37928391	10.72759313	9.687547812	9.562544192	9.440697079
SPEM1	3.170131911	3.021079612	3.047884131	3.399353969	3.02582684	3.281966997
SPEN	11.86800957	11.78115338	11.83273902	12.2308683	12.30042801	12.3033393
SPERT	0.45461956	0.370978615	0.565430898	0.369813777	0.490515978	0.374649166
SPESP1	-2.20946297	-2.201316195	-2.21064026	-2.210598426	-2.211263314	-2.209466019
SPG11	10.26000879	10.39766897	10.20626159	10.41455866	10.59543557	10.5596623
SPG20	11.76146962	11.84907852	11.82823016	12.17944211	12.20481628	12.28342317
SPG20-AS1	3.713868432	3.561127289	3.738334604	3.741720729	3.782651731	3.713647764
SPG21	11.0712554	11.14601343	11.08499586	10.66425904	10.73081295	10.72484906
SPG7	11.96400289	11.80637042	11.8235739	11.3693567	11.23997465	11.27492662
SPHAR	0	0	0	0	0	0
SPHK1	7.357593179	6.90142899	7.325041271	7.349133885	7.180442321	7.314174306
SPHK2	9.840497736	9.537324779	9.713015703	10.02557562	9.787106047	9.888295771
SPHKAP	3.070174654	3.080671668	3.104911687	3.418258798	3.371294402	3.228886569
SPI1	2.840228316	2.9211787	2.840514182	3.149305195	3.130940742	2.956719035
SPIB	8.649585722	8.453102495	8.426539705	8.147355556	7.836313398	8.147518492
SPIC	-1.970022088	-1.971301807	-1.971777189	-1.971714823	-1.972706038	-1.970026632
SPICE1	9.346193548	9.516998863	9.36913895	9.25032461	9.255045131	9.240356173
SPIDR	10.65171765	10.57928701	10.62099691	9.955253722	10.06659405	9.984643259
SPIN1	12.39697554	12.56592398	12.39459809	11.85833691	12.01657552	12.02277083
SPIN2A	7.15890398	7.20055934	6.893811151	6.973197668	7.069136991	6.926752108
SPIN2B	7.474363176	7.57413491	7.40985427	7.340337533	7.378441036	7.433610429
SPIN3	8.369010209	8.56116799	8.370589683	8.269677362	8.185015991	8.120477977
SPIN4	8.718090914	8.782625765	8.743150296	8.39622878	8.312854736	8.375461516
SPINK1	2.744951536	2.891493446	2.75849282	2.698814988	2.701538951	2.744825905
SPINK13	-1.257081394	-1.228584514	-1.229699926	-1.261053143	-1.232157228	-1.257092058
SPINK14	0	0	0	0	0	0
SPINK2	4.607983712	4.543141354	4.541971426	4.093352857	4.132531247	4.038055769
SPINK4	-1.261394319	-1.264409307	-1.265529295	-1.265382362	-1.267691851	-1.261405026
SPINK5	7.178745851	7.473781197	7.557617828	8.008369848	8.126739493	8.150214783
SPINK6	0	0	0	0	0	0
SPINK7	-1.970138665	-1.971610207	-1.941282389	-1.972085131	-1.973224922	-1.970143891
SPINK8	-2.209476783	-2.210282048	-2.202133537	-2.210541939	-2.211165662	-2.209479643
SPINK9	-2.209470385	-2.2103003	-2.210608591	-2.210568146	-2.211210961	-2.209473332
SPINT1	12.76712544	12.69681246	12.77901681	12.45625081	12.33329686	12.39313981
SPINT2	13.45526891	13.25001781	13.36219246	13.01235449	12.90042979	12.94950873
SPINT3	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0
SPIRE1	9.469518783	9.511204254	9.404158675	9.757220628	9.769591407	9.730895092
SPIRE2	8.62709355	8.490393325	8.577088945	8.897259707	8.747774497	8.713053487
SPN	6.336796764	6.465836207	6.445012469	5.717000815	5.837672988	5.705489645
SPNS1	10.79912048	10.56639022	10.76459353	11.04141842	10.86234781	10.88864132
SPNS2	6.933544353	6.933874053	6.779741782	5.768672828	5.889237842	5.678395895
SPNS3	-1.709111418	-1.734217469	-1.735029115	-1.734922634	-1.713693877	-1.732040292
SPO11	0	0	0	0	0	0
SPOCD1	6.010877316	6.115970067	6.183814129	6.085822517	6.023797308	5.977612494
SPOCK1	9.17508899	9.116643465	9.183437299	8.453393781	8.553436471	8.5478385
SPOCK2	7.469984581	7.694855081	7.525074504	6.346572812	6.484052138	6.448828964
SPOCK3	4.411104935	4.337130556	4.322602102	4.262222968	4.169487477	4.146434723
SPON1	7.509592142	7.401061007	7.262078132	7.769839315	7.799446567	7.86308547
SPON2	5.902186087	5.882010378	5.802866789	6.243648218	6.10321118	6.151063767
SPOP	9.509674122	9.361170635	9.303362531	9.702887045	9.609247027	9.66466775
SPOPL	8.339333539	8.393380884	8.371530727	8.427111998	8.741497322	8.763227657
SPOUT1	11.14153899	10.97252759	11.05728692	11.08325316	10.98210324	11.11990447
SPP1	11.83376177	11.73964	11.70954755	10.71446034	10.65447509	10.87167043
SPP2	0	0	0	0	0	0
SPPL2A	8.670111924	8.645304205	8.523721177	9.650606265	9.825898252	9.798659194
SPPL2B	9.957229426	9.795824298	10.00481815	10.102679	9.989558024	9.951193783
SPPL2C	-2.209475019	-2.210287085	-2.210588746	-2.202030183	-2.211178161	-2.209477903
SPPL3	10.53508589	10.54678028	10.53824914	10.38565563	10.39143431	10.38586574
SPR	9.527605592	9.590757535	9.600731483	9.028315097	8.864357829	8.863692182
SPRED1	10.19162983	10.35038036	10.31332454	10.72626153	10.78513452	10.85260504
SPRED2	10.18323266	10.24603733	10.26704637	11.2168635	11.20106782	11.29707261
SPRED3	5.447477022	5.639841332	5.661170201	5.421186908	5.520755213	5.334087708
SPRN	6.563954884	6.059384075	6.254535231	7.264032656	7.011414544	7.229729187
SPRNP1	0.769646166	0.68645075	0.75271796	0.719659546	0.803174204	0.690884951
SPRR1A	0	0	0	0	0	0
SPRR1B	-0.977541599	-0.910771261	-0.948803262	-1.018008054	-1.019051946	-1.013753884
SPRR2A	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0
SPRR2C	-1.731806127	-1.733838082	-1.670644146	-1.734493873	-1.736067736	-1.731813343
SPRR2D	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0
SPRR4	-2.209506012	-2.21019779	-2.210454767	-2.210421054	-2.210956875	-2.209508469
SPRTN	8.436171931	8.381641152	8.143227255	8.667192756	8.785142927	8.825461826
SPRY1	9.687074457	9.629250948	9.64054155	8.892197219	8.778139371	8.797820201
SPRY2	10.53485624	10.45605696	10.5897606	11.14140374	11.10480304	11.14187495
SPRY3	8.550543026	8.585977383	8.629408231	7.745145433	7.894540443	7.865677905
SPRY4	13.45997521	13.40331557	13.46973132	13.493845	13.55612583	13.54311034
SPRY4-IT1	4.17688778	4.315941967	4.542192747	4.402173608	4.622055413	4.144916385
SPRYD3	8.610308376	8.530155271	8.539461181	8.91256457	9.000619792	8.82179267
SPRYD4	9.082703837	9.195235576	9.130985267	8.944900175	8.950446621	8.960833386
SPRYD7	8.006868585	8.080293984	7.909145871	8.113058063	8.276482436	8.44992645
SPSB1	8.319004904	8.055298746	8.177029918	8.92654993	8.897852217	8.912148319
SPSB2	8.66609056	8.245292608	8.373730073	9.111695627	9.127792713	9.211634925
SPSB3	9.515746708	9.16051639	9.562065064	9.62445184	9.554455035	9.58747337
SPSB4	9.233738101	9.047320163	9.300146121	9.481893906	9.424832202	9.438585673
SPTA1	1.348734503	1.446666661	1.373578009	1.534004874	1.365873342	1.348708963
SPTAN1	13.38341657	13.32388795	13.39541753	13.25307201	13.35188685	13.38360355
SPTB	8.220357881	8.052505984	8.090155312	7.148278772	6.989069292	6.895205296
SPTBN1	13.57792204	13.52008825	13.55641227	13.34209612	13.37679826	13.43926617
SPTBN2	10.47579249	10.27516619	10.42744757	10.60133536	10.49282987	10.53128233
SPTBN4	6.655143774	6.379495931	6.710831781	5.757699395	5.820081704	5.885294014
SPTBN5	6.425666948	6.397556846	6.300651116	5.561693214	5.591763513	5.724669213
SPTLC1	11.04301863	11.15811391	10.95577815	11.21529502	11.21016108	11.33530793
SPTLC2	11.31631039	11.37984339	11.33062587	10.78350551	10.80983098	10.82588966
SPTLC3	0.976352513	1.10835063	0.96895822	1.101851621	1.086633616	1.054927503
SPTSSA	9.83149621	9.987686806	9.75155082	9.944291446	9.875805378	9.895571133
SPTSSB	8.202518269	8.332883224	8.367510974	4.762434365	4.735286466	4.921102411
SPTY2D1	9.487018284	9.541752108	9.447700223	9.846078286	9.924857894	10.00238752
SPTY2D1-AS1	2.440011296	2.737813459	2.545431939	2.578000093	2.606196151	2.554503661
SPX	3.531041606	3.6059316	3.579844859	3.335142216	3.552875889	3.467337263
SPZ1	-1.261225414	-1.264183721	-1.265282654	-1.265138484	-1.267388567	-1.26123592
SQLE	12.03969388	12.15404747	12.10306321	12.65036189	12.74532929	12.74222003
SQRDL	3.618821375	3.910985297	3.541709606	3.60319412	3.529607646	3.68404418
SQSTM1	11.62977977	11.44429183	11.54975845	12.14992882	12.05563255	12.15965093
SRA1	10.21483559	10.09442803	10.22673554	10.32315996	10.27737845	10.28337484
SRBD1	9.610388692	9.818267613	9.610754068	10.11241135	10.21697453	10.24955617
SRC	11.37014295	11.29121969	11.33977979	12.38650469	12.3469155	12.36180674
SRCAP	12.28115135	12.10711733	12.24147947	12.50015329	12.46668947	12.50097981
SRCIN1	5.898270499	5.865771	6.274679643	5.659479942	5.52660458	5.57660909
SRD5A1	9.316683285	9.417636335	9.364010638	9.256336886	9.246478641	9.106439599
SRD5A1P1	2.705590131	2.734365356	2.7775249	2.721547989	2.796840126	2.740536562
SRD5A2	2.72675768	2.515400838	2.646640365	2.988094219	2.893410495	2.762201
SRD5A3	8.472855569	8.711549374	8.694217006	9.195709421	9.203176993	9.187204947
SRD5A3-AS1	0.519546252	0.474876622	0.47342744	0.543186323	0.502925145	0.558961565
SREBF1	11.6389593	11.41585932	11.59516166	12.25310206	12.05589487	12.08670526
SREBF2	13.63747798	13.54499439	13.60024565	13.89661156	13.86050649	13.86803778
SREK1	10.35898322	10.48890226	10.35348515	10.39813487	10.41920285	10.59087547
SREK1IP1	9.81838294	9.999112173	9.896032792	10.8525201	10.94309606	10.96535486
SRF	11.90005956	11.84017128	11.91714009	11.90755139	11.82123055	11.88131084
SRFBP1	8.933179935	8.943019295	8.954309305	8.653303057	8.775389112	8.630278792
SRGAP1	7.806021655	7.961371701	8.061043518	8.829978577	8.836037272	8.801317154
SRGAP2	10.62686525	10.62382645	10.6839065	11.12117815	11.17880355	11.1743007
SRGAP2-AS1	-0.500896042	-0.502871006	-0.503587967	-0.50349453	-0.504954416	-0.500903146
SRGAP2B	0	0	0	0	0	0
SRGAP2C	0	0	0	0	0	0
SRGAP2D	7.957154996	8.268858262	8.118960138	8.496791776	8.457962007	8.509199654
SRGAP3	7.66929236	7.37747238	7.551430941	7.186069145	7.005268207	7.02152492
SRGAP3-AS2	0	0	0	0	0	0
SRGAP3-AS3	0	0	0	0	0	0
SRGN	-0.215717528	-0.218071688	-0.184583911	-0.21881417	-0.158428159	-0.137068088
SRI	10.51320798	10.54482839	10.467711	10.29126921	10.30805515	10.305968
SRL	3.062275438	3.100418125	3.052482726	3.244564312	3.176667411	3.139190963
SRM	12.65220205	12.42573031	12.5974172	12.24164147	12.05550675	12.06179858
SRMS	5.62652476	5.599039155	5.724107266	5.064142411	5.131612837	5.118278347
SRP14	12.34153815	12.33829765	12.2910594	12.44084585	12.46479871	12.52610175
SRP14-AS1	5.929116013	6.038841384	5.949555694	6.074844663	6.291154389	6.059401183
SRP19	9.920994171	9.950166701	10.0063968	9.97255683	10.01444266	10.0957119
SRP54	10.8583691	11.07964798	10.79168665	10.97682715	11.01627996	11.10921709
SRP68	12.16922649	12.19613628	12.10269407	11.9481189	12.00282357	12.02294289
SRP72	12.2290657	12.25773057	12.20003023	12.15999604	12.26902947	12.28454492
SRP9	12.4118793	12.58394501	12.37839694	12.03066465	12.1190055	12.11089851
SRPK1	12.479482	12.58127438	12.43957933	11.84773865	11.89484197	11.97574006
SRPK2	10.78146909	10.85583886	10.84217811	10.82374234	10.87632376	10.86290113
SRPK3	4.496324152	4.438526167	4.594074716	4.742502147	4.699935048	4.889236832
SRPRA	11.62095776	11.76263046	11.71133678	12.19522082	12.22347033	12.19604345
SRPRB	10.14328719	10.23649855	10.17934015	10.02635609	9.980593428	10.03700666
SRPX	9.254704132	9.162063335	9.33470593	8.528573713	8.546621617	8.425892979
SRPX2	0.359958939	0.460379417	0.454862321	0.355372702	0.444359132	0.438219102
SRR	5.931790802	5.821182463	5.865643195	6.841242894	6.967796389	6.788134249
SRRD	8.607395474	8.31065656	8.600568727	8.677593416	8.621407087	8.561204985
SRRM1	12.67156306	12.69797175	12.69125792	12.34805346	12.35349883	12.31888781
SRRM2	14.68623576	14.71587467	14.7784912	14.7513604	14.78361105	14.76384198
SRRM2-AS1	2.442542646	2.488492911	2.628866737	2.572528943	2.722685999	2.623983286
SRRM3	9.186487534	9.026100789	9.181548391	8.447975938	8.300211781	8.163700567
SRRM4	5.859725835	5.701406246	6.034293034	6.345975517	6.059776543	6.285269846
SRRM5	3.314408439	3.268507873	3.282373828	3.5067541	3.407024854	3.538967644
SRRT	12.50634879	12.28822656	12.46284591	12.49789783	12.4097159	12.45291622
SRSF1	13.18361661	13.26949372	13.18807536	13.2888411	13.30707996	13.34246893
SRSF10	11.75656049	11.79664508	11.72247187	11.50509874	11.53869046	11.59298908
SRSF11	12.27246669	12.37673798	12.23968618	12.08017901	12.1285663	12.12835055
SRSF12	7.130855289	7.091533944	7.215975932	8.259606935	8.334486819	8.290694745
SRSF2	12.69790049	12.71120935	12.67436952	12.84687224	12.76785389	12.7936228
SRSF3	13.45448226	13.44295567	13.39346061	13.33720927	13.35404841	13.38005064
SRSF4	12.14082955	12.07985569	12.12039955	12.03939888	11.98901603	12.03796478
SRSF5	11.37509629	11.49354301	11.4200262	11.58086539	11.56226945	11.47721465
SRSF6	11.780302	11.8682313	11.80534417	12.17850822	12.12869242	12.20804572
SRSF7	12.85260071	12.84623451	12.76806806	12.46105971	12.42849333	12.5054882
SRSF8	8.945726213	8.92043365	8.90244854	8.618184374	8.451796525	8.593694848
SRSF9	11.6638648	11.51755585	11.66722677	11.73222487	11.64786013	11.60630734
SRXN1	9.164617586	9.128253465	9.177650859	9.628006565	9.751450987	9.765821952
SRY	2.077975173	2.344045882	2.188777744	1.937197341	1.855852531	1.879820645
SS18	11.54892307	11.64986643	11.55734392	11.61569496	11.64519192	11.65159482
SS18L1	9.800073364	9.775058556	9.885554557	9.932150808	10.02652215	10.07897095
SS18L2	9.307642836	9.265518484	9.138361405	8.979451423	8.945948373	8.989554035
SSB	13.04019588	13.21252531	13.03943443	12.41769415	12.50010308	12.53968731
SSBP1	12.14547001	12.2406574	12.04484822	11.5428709	11.60912959	11.56030403
SSBP2	8.789145805	8.907148774	9.092455291	8.220321847	8.184150145	8.258934116
SSBP3	12.02375253	11.92858099	11.99154352	12.33233588	12.32004358	12.30713444
SSBP3-AS1	3.777775642	3.903474462	3.76203945	3.852762806	4.104189921	4.034268367
SSBP4	10.45339984	10.05357802	10.51666287	10.1289312	9.893084556	9.883289258
SSC4D	8.715330022	8.774955509	8.796667833	8.819994851	8.779144337	8.796233613
SSC5D	5.69811537	5.673377559	5.631407996	5.260028394	5.295478331	5.376245677
SSFA2	8.580372202	8.568766407	8.342843442	9.606710316	9.698094462	9.720208958
SSH1	10.73953763	10.69364137	10.67447673	10.68411476	10.76414191	10.8182714
SSH2	9.704553827	9.606030518	9.705362619	9.91687873	10.01715974	9.947454261
SSH3	10.09742478	9.917851414	10.1851358	10.37249634	10.31094637	10.28497565
SSMEM1	0	0	0	0	0	0
SSNA1	11.16846078	10.80026714	10.99978931	10.82056887	10.6199996	10.70056948
SSPN	4.002645325	4.014613364	4.003896809	3.795074923	3.739126296	3.803914163
SSPO	3.479199668	3.871120809	3.606612442	3.665979197	3.741255369	3.586340535
SSR1	11.77935043	11.91501182	11.72258873	12.36700065	12.37830177	12.50107843
SSR2	12.08844103	12.10996186	12.04946602	12.9543019	12.90901542	12.99412614
SSR3	12.12926203	12.28583403	12.15639003	12.89590594	12.96713483	13.04945676
SSR4	11.37046905	11.19106978	11.30116599	11.72524548	11.6566028	11.70545127
SSR4P1	4.475214861	4.699650735	4.709137385	5.137291076	5.019932035	5.329752813
SSRP1	13.97453914	14.04478778	13.97919524	13.84439405	13.85535247	13.85940209
SSSCA1	10.25174218	10.14494811	10.21746338	9.736070992	9.649930584	9.507503972
SSSCA1-AS1	3.789626583	3.804223606	3.942674983	3.646451875	3.701863244	3.559944149
SST	3.871798227	4.002970992	4.057967041	3.831935937	3.868625227	3.681407499
SSTR1	4.148406393	4.100473283	4.023619296	3.336887711	3.468152193	3.371105299
SSTR2	7.049923509	6.536897358	6.661839349	8.793251123	8.862596185	8.793970395
SSTR3	1.394014303	1.436770365	1.395514128	1.364949849	1.256052415	1.278476511
SSTR4	1.494352789	1.486095828	1.483083349	1.553655485	1.660465439	1.613205277
SSTR5	5.915687591	5.983219352	6.110883178	5.304110428	5.414993695	5.276532452
SSTR5-AS1	-1.229528004	-1.264517002	-1.233704186	-1.265499753	-1.267831796	-1.261482783
SSU72	11.97700523	11.92344243	12.01008394	11.90806462	11.88338691	11.87666754
SSUH2	4.895330523	4.752140097	4.824326828	5.642553887	5.688031106	5.623103438
SSX1	0.574747088	0.56665235	0.597265136	0.597833011	0.588961307	0.534640144
SSX2	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0
SSX2IP	9.606182567	9.744246571	9.635425298	8.941206855	8.801976463	9.115733222
SSX3	1.019053828	0.934770124	1.033618468	1.001591862	0.960874666	0.940084201
SSX4	0	0	0	0	0	0
SSX4B	-0.123944723	0.012897482	-0.127475208	-0.127352566	-0.129269628	-0.123954032
SSX5	2.394159032	2.330544697	2.418415024	2.252638934	2.303162802	2.501785488
SSX6	3.363788098	3.570557688	3.617129777	3.298557683	3.108818058	3.17986759
SSX7	1.321868059	1.341738189	1.267604825	1.302498769	1.227637112	1.282365543
SSX8	0.339918833	0.257157451	0.324384691	0.291007265	0.285496261	0.26049275
SSX9	0	0	0	0	0	0
ST13	13.34907631	13.37331392	13.33111405	13.34815541	13.40003879	13.37087884
ST13P4	10.35055972	10.44656586	10.3389551	10.27046737	10.51013717	10.33656965
ST14	10.84544098	10.72241035	10.87775173	9.41364714	9.3493495	9.342572466
ST18	0	0	0	0	0	0
ST20	5.569546255	5.612205105	5.872431971	5.811653574	5.947612918	5.669068424
ST20-AS1	5.741007359	5.825607229	5.625120318	6.411198614	6.524869859	6.433974154
ST20-MTHFS	0	0	0	0	0	0
ST3GAL1	8.971084552	8.986003859	8.882471542	8.870567073	8.848716711	8.904516747
ST3GAL2	11.20034904	10.98355293	11.10437126	11.83796708	11.7569554	11.82481245
ST3GAL3	7.500683901	7.290898654	7.392265088	7.653908563	7.579502336	7.69383305
ST3GAL4	9.359047494	9.178183507	9.328958931	9.558723189	9.400368995	9.424491002
ST3GAL5	7.062290859	7.247525971	7.095061914	7.200502779	7.467592209	7.365412653
ST3GAL5-AS1	0.107817538	0.026117398	0.025098574	0.059876406	0.115394859	0.06895585
ST3GAL6	6.748844494	6.918948899	6.615344746	7.225428196	7.222074082	7.196456144
ST3GAL6-AS1	2.852681557	2.910556023	2.864525327	2.896225236	2.806682387	2.816329817
ST5	10.18328136	10.15503565	10.04209411	11.27298341	11.28299906	11.26368622
ST6GAL1	12.0863339	12.05708109	12.11591943	12.27407291	12.20713619	12.21259766
ST6GAL2	7.461452843	7.385832987	7.463546341	7.403640107	7.449356623	7.786261906
ST6GALNAC1	0.23273257	0.188881314	0.18770236	0.187856058	0.217603375	0.192112709
